time,velocity,fuel
218.485394968716,23.5966774926081,199.347061800837
219.180883925934,23.5047820610187,199.792174733457
219.876372883152,23.3634486555775,200.237287666076
219.996823797545,23.3390857695324,200.314376251288
220.117274711938,23.3147564201169,200.3914648365
220.212553267442,23.2955352281745,200.452443112022
220.688946044959,23.1997416799688,200.757334489633
223.070909932544,22.728414511524,202.281791377687
229.070909932544,21.5943325488365,206.121791377687
235.070909932544,20.5300664745806,209.961791377687
241.070909932544,19.5282001956553,213.801791377687
247.070909932544,18.5822876670659,217.641791377687
253.070909932544,17.6867122715774,221.481791377687
259.070909932544,16.8365560086172,225.321791377687
265.070909932544,16.0274925583182,229.161791377688
271.070909932544,15.2556993203109,233.162191467318
277.070909932544,14.5177846052233,237.549779611198
283.070909932544,13.8107270117423,242.05859174192
289.070909932544,13.1318246675665,246.671301142472
295.070909932544,12.4786525042075,251.459868127977
300,11.959828037627,255.579084533286
